dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,46,all_persons,2021-12-01,2021-12-31,Q14b,without_children,30
Yes,46,all_persons,2021-12-01,2021-12-31,Q14b,with_children_and_adults,16
Yes,46,all_persons,2021-12-01,2021-12-31,Q14b,with_only_children,0
Yes,46,all_persons,2021-12-01,2021-12-31,Q14b,unknown_household_type,0
No,215,all_persons,2021-12-01,2021-12-31,Q14b,without_children,170
No,215,all_persons,2021-12-01,2021-12-31,Q14b,with_children_and_adults,45
No,215,all_persons,2021-12-01,2021-12-31,Q14b,with_only_children,0
No,215,all_persons,2021-12-01,2021-12-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-12-01,2021-12-31,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-12-01,2021-12-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-12-01,2021-12-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-12-01,2021-12-31,Q14b,unknown_household_type,0
Data Not Collected,15,all_persons,2021-12-01,2021-12-31,Q14b,without_children,14
Data Not Collected,15,all_persons,2021-12-01,2021-12-31,Q14b,with_children_and_adults,1
Data Not Collected,15,all_persons,2021-12-01,2021-12-31,Q14b,with_only_children,0
Data Not Collected,15,all_persons,2021-12-01,2021-12-31,Q14b,unknown_household_type,0
