gender_identity,total,population,start_date,end_date,question,household_type,count
Male,191,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,179
Male,191,children,2021-12-01,2021-12-31,Q10b,with_only_children,12
Male,191,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
Female,166,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,148
Female,166,children,2021-12-01,2021-12-31,Q10b,with_only_children,18
Female,166,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
No Single Gender,0,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,0
No Single Gender,0,children,2021-12-01,2021-12-31,Q10b,with_only_children,0
No Single Gender,0,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
Questioning,0,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,0
Questioning,0,children,2021-12-01,2021-12-31,Q10b,with_only_children,0
Questioning,0,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
Transgender,0,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,0
Transgender,0,children,2021-12-01,2021-12-31,Q10b,with_only_children,0
Transgender,0,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2021-12-01,2021-12-31,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
Data Not Collected,3,children,2021-12-01,2021-12-31,Q10b,with_children_and_adults,3
Data Not Collected,3,children,2021-12-01,2021-12-31,Q10b,with_only_children,0
Data Not Collected,3,children,2021-12-01,2021-12-31,Q10b,unknown_household_type,0
