ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,128,all_households,2020-07-01,2020-07-31,Q26a,without_children,124
Chronically Homeless ,128,all_households,2020-07-01,2020-07-31,Q26a,with_children_and_adults,4
Chronically Homeless ,128,all_households,2020-07-01,2020-07-31,Q26a,with_only_children,0
Chronically Homeless ,128,all_households,2020-07-01,2020-07-31,Q26a,unknown_household_type,0
Not Chronically Homeless,513,all_households,2020-07-01,2020-07-31,Q26a,without_children,426
Not Chronically Homeless,513,all_households,2020-07-01,2020-07-31,Q26a,with_children_and_adults,86
Not Chronically Homeless,513,all_households,2020-07-01,2020-07-31,Q26a,with_only_children,0
Not Chronically Homeless,513,all_households,2020-07-01,2020-07-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,4,all_households,2020-07-01,2020-07-31,Q26a,without_children,4
Client Doesn't Know/Client Refused,4,all_households,2020-07-01,2020-07-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_households,2020-07-01,2020-07-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_households,2020-07-01,2020-07-31,Q26a,unknown_household_type,0
Data Not Collected,15,all_households,2020-07-01,2020-07-31,Q26a,without_children,11
Data Not Collected,15,all_households,2020-07-01,2020-07-31,Q26a,with_children_and_adults,3
Data Not Collected,15,all_households,2020-07-01,2020-07-31,Q26a,with_only_children,0
Data Not Collected,15,all_households,2020-07-01,2020-07-31,Q26a,unknown_household_type,1
