dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,27,all_persons,2020-07-01,2020-07-31,Q14b,without_children,19
Yes,27,all_persons,2020-07-01,2020-07-31,Q14b,with_children_and_adults,8
Yes,27,all_persons,2020-07-01,2020-07-31,Q14b,with_only_children,0
Yes,27,all_persons,2020-07-01,2020-07-31,Q14b,unknown_household_type,0
No,177,all_persons,2020-07-01,2020-07-31,Q14b,without_children,134
No,177,all_persons,2020-07-01,2020-07-31,Q14b,with_children_and_adults,43
No,177,all_persons,2020-07-01,2020-07-31,Q14b,with_only_children,0
No,177,all_persons,2020-07-01,2020-07-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-07-01,2020-07-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-07-01,2020-07-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-07-01,2020-07-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-07-01,2020-07-31,Q14b,unknown_household_type,0
Data Not Collected,7,all_persons,2020-07-01,2020-07-31,Q14b,without_children,6
Data Not Collected,7,all_persons,2020-07-01,2020-07-31,Q14b,with_children_and_adults,1
Data Not Collected,7,all_persons,2020-07-01,2020-07-31,Q14b,with_only_children,0
Data Not Collected,7,all_persons,2020-07-01,2020-07-31,Q14b,unknown_household_type,0
