ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,150,all_persons,2020-07-01,2020-07-31,Q26b,without_children,131
Chronically Homeless ,150,all_persons,2020-07-01,2020-07-31,Q26b,with_children_and_adults,19
Chronically Homeless ,150,all_persons,2020-07-01,2020-07-31,Q26b,with_only_children,0
Chronically Homeless ,150,all_persons,2020-07-01,2020-07-31,Q26b,unknown_household_type,0
Not Chronically Homeless,877,all_persons,2020-07-01,2020-07-31,Q26b,without_children,497
Not Chronically Homeless,877,all_persons,2020-07-01,2020-07-31,Q26b,with_children_and_adults,355
Not Chronically Homeless,877,all_persons,2020-07-01,2020-07-31,Q26b,with_only_children,14
Not Chronically Homeless,877,all_persons,2020-07-01,2020-07-31,Q26b,unknown_household_type,11
Client Doesn't Know/Client Refused,4,all_persons,2020-07-01,2020-07-31,Q26b,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2020-07-01,2020-07-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2020-07-01,2020-07-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2020-07-01,2020-07-31,Q26b,unknown_household_type,0
Data Not Collected,25,all_persons,2020-07-01,2020-07-31,Q26b,without_children,17
Data Not Collected,25,all_persons,2020-07-01,2020-07-31,Q26b,with_children_and_adults,6
Data Not Collected,25,all_persons,2020-07-01,2020-07-31,Q26b,with_only_children,1
Data Not Collected,25,all_persons,2020-07-01,2020-07-31,Q26b,unknown_household_type,1
