ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),953,all_persons,2020-07-01,2020-07-31,Q12b,without_children,609
Non-Hispanic/Non-Latin(a)(o)(x),953,all_persons,2020-07-01,2020-07-31,Q12b,with_children_and_adults,322
Non-Hispanic/Non-Latin(a)(o)(x),953,all_persons,2020-07-01,2020-07-31,Q12b,with_only_children,13
Non-Hispanic/Non-Latin(a)(o)(x),953,all_persons,2020-07-01,2020-07-31,Q12b,unknown_household_type,9
Hispanic/Latin(a)(o)(x),95,all_persons,2020-07-01,2020-07-31,Q12b,without_children,37
Hispanic/Latin(a)(o)(x),95,all_persons,2020-07-01,2020-07-31,Q12b,with_children_and_adults,56
Hispanic/Latin(a)(o)(x),95,all_persons,2020-07-01,2020-07-31,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),95,all_persons,2020-07-01,2020-07-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2020-07-01,2020-07-31,Q12b,without_children,1
Client Doesn't Know/Client Refused,2,all_persons,2020-07-01,2020-07-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,2,all_persons,2020-07-01,2020-07-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2020-07-01,2020-07-31,Q12b,unknown_household_type,0
Data Not Collected,6,all_persons,2020-07-01,2020-07-31,Q12b,without_children,2
Data Not Collected,6,all_persons,2020-07-01,2020-07-31,Q12b,with_children_and_adults,1
Data Not Collected,6,all_persons,2020-07-01,2020-07-31,Q12b,with_only_children,0
Data Not Collected,6,all_persons,2020-07-01,2020-07-31,Q12b,unknown_household_type,3
