persons_served,total,population,start_date,end_date,question,household_type,count
Adults,805,all_persons,2020-07-01,2020-07-31,Q7a,without_children,649
Adults,805,all_persons,2020-07-01,2020-07-31,Q7a,with_children_and_adults,153
Adults,805,all_persons,2020-07-01,2020-07-31,Q7a,with_only_children,0
Adults,805,all_persons,2020-07-01,2020-07-31,Q7a,unknown_household_type,3
Children,242,all_persons,2020-07-01,2020-07-31,Q7a,without_children,0
Children,242,all_persons,2020-07-01,2020-07-31,Q7a,with_children_and_adults,227
Children,242,all_persons,2020-07-01,2020-07-31,Q7a,with_only_children,15
Children,242,all_persons,2020-07-01,2020-07-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-07-01,2020-07-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-07-01,2020-07-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-07-01,2020-07-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-07-01,2020-07-31,Q7a,unknown_household_type,1
Data Not Collected,8,all_persons,2020-07-01,2020-07-31,Q7a,without_children,0
Data Not Collected,8,all_persons,2020-07-01,2020-07-31,Q7a,with_children_and_adults,0
Data Not Collected,8,all_persons,2020-07-01,2020-07-31,Q7a,with_only_children,0
Data Not Collected,8,all_persons,2020-07-01,2020-07-31,Q7a,unknown_household_type,8
For PSH and RRH - the total persons served who moved into housing,144,all_persons,2020-07-01,2020-07-31,Q7a,without_children,90
For PSH and RRH - the total persons served who moved into housing,144,all_persons,2020-07-01,2020-07-31,Q7a,with_children_and_adults,54
For PSH and RRH - the total persons served who moved into housing,144,all_persons,2020-07-01,2020-07-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,144,all_persons,2020-07-01,2020-07-31,Q7a,unknown_household_type,0
