veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,14,all_households,2020-07-01,2020-07-31,Q25b,without_children,14
Chronically Homeless Veteran,14,all_households,2020-07-01,2020-07-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,14,all_households,2020-07-01,2020-07-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,33,all_households,2020-07-01,2020-07-31,Q25b,without_children,31
Non-Chronically Homeless Veteran,33,all_households,2020-07-01,2020-07-31,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,33,all_households,2020-07-01,2020-07-31,Q25b,unknown_household_type,0
Not a Veteran,606,all_households,2020-07-01,2020-07-31,Q25b,without_children,514
Not a Veteran,606,all_households,2020-07-01,2020-07-31,Q25b,with_children_and_adults,90
Not a Veteran,606,all_households,2020-07-01,2020-07-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_households,2020-07-01,2020-07-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2020-07-01,2020-07-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2020-07-01,2020-07-31,Q25b,unknown_household_type,0
Data Not Collected,3,all_households,2020-07-01,2020-07-31,Q25b,without_children,3
Data Not Collected,3,all_households,2020-07-01,2020-07-31,Q25b,with_children_and_adults,0
Data Not Collected,3,all_households,2020-07-01,2020-07-31,Q25b,unknown_household_type,0
