health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2020-07-01,2020-07-31,Q21,at_start,514
MEDICAID,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,38
MEDICAID,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,123
MEDICARE,all_persons,2020-07-01,2020-07-31,Q21,at_start,86
MEDICARE,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,18
MEDICARE,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,13
State Children's Health Insurance Program,all_persons,2020-07-01,2020-07-31,Q21,at_start,5
State Children's Health Insurance Program,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2020-07-01,2020-07-31,Q21,at_start,19
Veteran's Administration (VA) Medical Services,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,12
Veteran's Administration (VA) Medical Services,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,2
Employer - Provided Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_start,35
Employer - Provided Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,3
Health Insurance obtained through COBRA,all_persons,2020-07-01,2020-07-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_start,37
Private Pay Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,0
State Health Insurance for Adults,all_persons,2020-07-01,2020-07-31,Q21,at_start,6
State Health Insurance for Adults,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2020-07-01,2020-07-31,Q21,at_start,2
Indian Health Services Program,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,0
Other,all_persons,2020-07-01,2020-07-31,Q21,at_start,5
Other,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,1
No Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_start,280
No Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,61
Client Doesn't Know/Client Refused,all_persons,2020-07-01,2020-07-31,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2020-07-01,2020-07-31,Q21,at_start,73
Data Not Collected,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,285
Data Not Collected,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,2
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-07-01,2020-07-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,449
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_start,554
1 Source of Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,45
1 Source of Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,118
More than 1 Source of Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_start,74
More than 1 Source of Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2020-07-01,2020-07-31,Q21,at_exit_for_leavers,12
