conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,206,13,2,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,191
Mental Health Disorder,206,13,2,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Mental Health Disorder,206,13,2,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,35,0,0,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,35
Alcohol Use Disorder,35,0,0,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Alcohol Use Disorder,35,0,0,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
Drug Use Disorder,33,3,0,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,30
Drug Use Disorder,33,3,0,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Drug Use Disorder,33,3,0,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,36,0,0,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,36
Both Alcohol and Drug Use Disorders,36,0,0,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,36,0,0,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
Chronic Health Condition,115,7,1,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,107
Chronic Health Condition,115,7,1,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Chronic Health Condition,115,7,1,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
HIV/AIDS,94,7,0,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,87
HIV/AIDS,94,7,0,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
HIV/AIDS,94,7,0,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
Development Disability,53,4,11,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,37
Development Disability,53,4,11,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Development Disability,53,4,11,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,1
Physical Disability,108,5,1,all_persons,2020-07-01,2020-07-31,Q13a1,without_children,102
Physical Disability,108,5,1,all_persons,2020-07-01,2020-07-31,Q13a1,with_only_children,0
Physical Disability,108,5,1,all_persons,2020-07-01,2020-07-31,Q13a1,unknown_household_type,0
