conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,159,12,2,stayers,2020-07-01,2020-07-31,Q13c1,without_children,145
Mental Health Disorder,159,12,2,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Mental Health Disorder,159,12,2,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,31,0,0,stayers,2020-07-01,2020-07-31,Q13c1,without_children,31
Alcohol Use Disorder,31,0,0,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Alcohol Use Disorder,31,0,0,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
Drug Use Disorder,26,3,0,stayers,2020-07-01,2020-07-31,Q13c1,without_children,23
Drug Use Disorder,26,3,0,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Drug Use Disorder,26,3,0,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,28,0,0,stayers,2020-07-01,2020-07-31,Q13c1,without_children,28
Both Alcohol and Drug Use Disorders,28,0,0,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,28,0,0,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
Chronic Health Condition,87,5,1,stayers,2020-07-01,2020-07-31,Q13c1,without_children,81
Chronic Health Condition,87,5,1,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Chronic Health Condition,87,5,1,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
HIV/AIDS,91,7,0,stayers,2020-07-01,2020-07-31,Q13c1,without_children,84
HIV/AIDS,91,7,0,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
HIV/AIDS,91,7,0,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
Development Disability,47,2,11,stayers,2020-07-01,2020-07-31,Q13c1,without_children,33
Development Disability,47,2,11,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Development Disability,47,2,11,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,1
Physical Disability,85,5,0,stayers,2020-07-01,2020-07-31,Q13c1,without_children,80
Physical Disability,85,5,0,stayers,2020-07-01,2020-07-31,Q13c1,with_only_children,0
Physical Disability,85,5,0,stayers,2020-07-01,2020-07-31,Q13c1,unknown_household_type,0
