ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,51,all_persons,2016-09-01,2016-09-30,Q26b,without_children,43
Chronically Homeless ,51,all_persons,2016-09-01,2016-09-30,Q26b,with_children_and_adults,8
Chronically Homeless ,51,all_persons,2016-09-01,2016-09-30,Q26b,with_only_children,0
Chronically Homeless ,51,all_persons,2016-09-01,2016-09-30,Q26b,unknown_household_type,0
Not Chronically Homeless,647,all_persons,2016-09-01,2016-09-30,Q26b,without_children,218
Not Chronically Homeless,647,all_persons,2016-09-01,2016-09-30,Q26b,with_children_and_adults,421
Not Chronically Homeless,647,all_persons,2016-09-01,2016-09-30,Q26b,with_only_children,7
Not Chronically Homeless,647,all_persons,2016-09-01,2016-09-30,Q26b,unknown_household_type,1
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q26b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q26b,unknown_household_type,0
Data Not Collected,40,all_persons,2016-09-01,2016-09-30,Q26b,without_children,32
Data Not Collected,40,all_persons,2016-09-01,2016-09-30,Q26b,with_children_and_adults,6
Data Not Collected,40,all_persons,2016-09-01,2016-09-30,Q26b,with_only_children,0
Data Not Collected,40,all_persons,2016-09-01,2016-09-30,Q26b,unknown_household_type,2
