ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),664,all_persons,2016-09-01,2016-09-30,Q12b,without_children,271
Non-Hispanic/Non-Latin(a)(o)(x),664,all_persons,2016-09-01,2016-09-30,Q12b,with_children_and_adults,386
Non-Hispanic/Non-Latin(a)(o)(x),664,all_persons,2016-09-01,2016-09-30,Q12b,with_only_children,6
Non-Hispanic/Non-Latin(a)(o)(x),664,all_persons,2016-09-01,2016-09-30,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),70,all_persons,2016-09-01,2016-09-30,Q12b,without_children,20
Hispanic/Latin(a)(o)(x),70,all_persons,2016-09-01,2016-09-30,Q12b,with_children_and_adults,49
Hispanic/Latin(a)(o)(x),70,all_persons,2016-09-01,2016-09-30,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),70,all_persons,2016-09-01,2016-09-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q12b,unknown_household_type,0
Data Not Collected,4,all_persons,2016-09-01,2016-09-30,Q12b,without_children,2
Data Not Collected,4,all_persons,2016-09-01,2016-09-30,Q12b,with_children_and_adults,0
Data Not Collected,4,all_persons,2016-09-01,2016-09-30,Q12b,with_only_children,0
Data Not Collected,4,all_persons,2016-09-01,2016-09-30,Q12b,unknown_household_type,2
