time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,35,all_persons,2016-09-01,2016-09-30,Q22e,without_children,15
7 days or less,35,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,20
7 days or less,35,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
7 days or less,35,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
8 to 14 days,6,all_persons,2016-09-01,2016-09-30,Q22e,without_children,3
8 to 14 days,6,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,3
8 to 14 days,6,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
8 to 14 days,6,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
15 to 21 days,18,all_persons,2016-09-01,2016-09-30,Q22e,without_children,1
15 to 21 days,18,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,17
15 to 21 days,18,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
15 to 21 days,18,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
22 to 30 days,10,all_persons,2016-09-01,2016-09-30,Q22e,without_children,0
22 to 30 days,10,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,10
22 to 30 days,10,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
22 to 30 days,10,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
31 to 60 days,28,all_persons,2016-09-01,2016-09-30,Q22e,without_children,12
31 to 60 days,28,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,16
31 to 60 days,28,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
31 to 60 days,28,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
61 to 180 days,56,all_persons,2016-09-01,2016-09-30,Q22e,without_children,18
61 to 180 days,56,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,38
61 to 180 days,56,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
61 to 180 days,56,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
181 to 365 days,24,all_persons,2016-09-01,2016-09-30,Q22e,without_children,19
181 to 365 days,24,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,5
181 to 365 days,24,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
181 to 365 days,24,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),28,all_persons,2016-09-01,2016-09-30,Q22e,without_children,24
366-730 days (1-2 years),28,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,4
366-730 days (1-2 years),28,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
366-730 days (1-2 years),28,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
731 days or more,22,all_persons,2016-09-01,2016-09-30,Q22e,without_children,22
731 days or more,22,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,0
731 days or more,22,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
731 days or more,22,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
Total (persons moved into housing),227,all_persons,2016-09-01,2016-09-30,Q22e,without_children,114
Total (persons moved into housing),227,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,113
Total (persons moved into housing),227,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
Total (persons moved into housing),227,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
Not yet moved into housing,25,all_persons,2016-09-01,2016-09-30,Q22e,without_children,6
Not yet moved into housing,25,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,19
Not yet moved into housing,25,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
Not yet moved into housing,25,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
Data not collected,50,all_persons,2016-09-01,2016-09-30,Q22e,without_children,27
Data not collected,50,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,23
Data not collected,50,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
Data not collected,50,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
Total persons,302,all_persons,2016-09-01,2016-09-30,Q22e,without_children,147
Total persons,302,all_persons,2016-09-01,2016-09-30,Q22e,with_children_and_adults,155
Total persons,302,all_persons,2016-09-01,2016-09-30,Q22e,with_only_children,0
Total persons,302,all_persons,2016-09-01,2016-09-30,Q22e,unknown_household_type,0
