dv_history,total,population,start_date,end_date,question,household_type,count
Yes,63,all_persons,2016-09-01,2016-09-30,Q14a,without_children,26
Yes,63,all_persons,2016-09-01,2016-09-30,Q14a,with_children_and_adults,37
Yes,63,all_persons,2016-09-01,2016-09-30,Q14a,with_only_children,0
Yes,63,all_persons,2016-09-01,2016-09-30,Q14a,unknown_household_type,0
No,380,all_persons,2016-09-01,2016-09-30,Q14a,without_children,236
No,380,all_persons,2016-09-01,2016-09-30,Q14a,with_children_and_adults,144
No,380,all_persons,2016-09-01,2016-09-30,Q14a,with_only_children,0
No,380,all_persons,2016-09-01,2016-09-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q14a,unknown_household_type,0
Data Not Collected,33,all_persons,2016-09-01,2016-09-30,Q14a,without_children,29
Data Not Collected,33,all_persons,2016-09-01,2016-09-30,Q14a,with_children_and_adults,3
Data Not Collected,33,all_persons,2016-09-01,2016-09-30,Q14a,with_only_children,0
Data Not Collected,33,all_persons,2016-09-01,2016-09-30,Q14a,unknown_household_type,1
