number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,135
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,51
Adults with Only Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,132
Adults with Only Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,19
Adults with Only Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,29
Adults with Both Earned and Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,24
Adults with Both Earned and Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,10
Adults with No Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,176
Adults with No Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,41
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,11
Adults with Missing Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,236
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,78
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,478
Total Adults,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,345
Total Adults,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,133
1 or More Source of Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,312
1 or More Source of Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,25
1 or More Source of Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,92
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,31
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
