count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,268,83,136,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,44
None,268,83,136,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,5
None,268,83,136,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,0
1 Condition,131,21,11,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,99
1 Condition,131,21,11,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,0
1 Condition,131,21,11,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,0
2 Conditions,66,7,6,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,52
2 Conditions,66,7,6,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,1
2 Conditions,66,7,6,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,0
3+ Conditions,32,2,0,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,30
3+ Conditions,32,2,0,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,0
3+ Conditions,32,2,0,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,0
Condition Unknown,8,3,4,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,1
Condition Unknown,8,3,4,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,0
Condition Unknown,8,3,4,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,0
Data Not Collected,7,0,1,all_persons,2016-09-01,2016-09-30,Q13c2,without_children,2
Data Not Collected,7,0,1,all_persons,2016-09-01,2016-09-30,Q13c2,with_only_children,1
Data Not Collected,7,0,1,all_persons,2016-09-01,2016-09-30,Q13c2,unknown_household_type,3
