length,total,population,start_date,end_date,question,status,count
30 days or less,222,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,92
30 days or less,222,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,130
31 to 60 days,180,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,92
31 to 60 days,180,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,88
61 to 90 days,82,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,17
61 to 90 days,82,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,65
91 to 180 days,90,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,20
91 to 180 days,90,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,70
181 to 365 days,46,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,5
181 to 365 days,46,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,41
366 to 730 Days (1-2 Yrs),29,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),29,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,29
"731 to 1,095 Days (2-3 Yrs)",4,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",4,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,4
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,14
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",58,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",58,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,58
Data Not Collected,0,all_persons,2016-09-01,2016-09-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-09-01,2016-09-30,Q22a1,stayers,0
