veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,14,all_households,2016-09-01,2016-09-30,Q25b,without_children,14
Chronically Homeless Veteran,14,all_households,2016-09-01,2016-09-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,14,all_households,2016-09-01,2016-09-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,12,all_households,2016-09-01,2016-09-30,Q25b,without_children,9
Non-Chronically Homeless Veteran,12,all_households,2016-09-01,2016-09-30,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,12,all_households,2016-09-01,2016-09-30,Q25b,unknown_household_type,0
Not a Veteran,334,all_households,2016-09-01,2016-09-30,Q25b,without_children,226
Not a Veteran,334,all_households,2016-09-01,2016-09-30,Q25b,with_children_and_adults,108
Not a Veteran,334,all_households,2016-09-01,2016-09-30,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2016-09-01,2016-09-30,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2016-09-01,2016-09-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2016-09-01,2016-09-30,Q25b,unknown_household_type,0
Data Not Collected,8,all_households,2016-09-01,2016-09-30,Q25b,without_children,8
Data Not Collected,8,all_households,2016-09-01,2016-09-30,Q25b,with_children_and_adults,0
Data Not Collected,8,all_households,2016-09-01,2016-09-30,Q25b,unknown_household_type,0
