conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,25,7,4,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,14
Mental Health Disorder,25,7,4,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Mental Health Disorder,25,7,4,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,3,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,3
Alcohol Use Disorder,3,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Alcohol Use Disorder,3,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
Drug Use Disorder,2,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,2
Drug Use Disorder,2,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Drug Use Disorder,2,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,4,1,0,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,3
Both Alcohol and Drug Use Disorders,4,1,0,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,4,1,0,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
Chronic Health Condition,15,4,1,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,10
Chronic Health Condition,15,4,1,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Chronic Health Condition,15,4,1,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
HIV/AIDS,1,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,1
HIV/AIDS,1,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
HIV/AIDS,1,0,0,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
Development Disability,5,2,1,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,2
Development Disability,5,2,1,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Development Disability,5,2,1,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
Physical Disability,25,4,3,all_persons,2016-09-01,2016-09-30,Q13b1,without_children,18
Physical Disability,25,4,3,all_persons,2016-09-01,2016-09-30,Q13b1,with_only_children,0
Physical Disability,25,4,3,all_persons,2016-09-01,2016-09-30,Q13b1,unknown_household_type,0
