conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,127,24,8,start,2016-09-01,2016-09-30,Q13a1,without_children,95
Mental Health Disorder,127,24,8,start,2016-09-01,2016-09-30,Q13a1,with_only_children,0
Mental Health Disorder,127,24,8,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,17,0,0,start,2016-09-01,2016-09-30,Q13a1,without_children,17
Alcohol Use Disorder,17,0,0,start,2016-09-01,2016-09-30,Q13a1,with_only_children,0
Alcohol Use Disorder,17,0,0,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
Drug Use Disorder,13,5,0,start,2016-09-01,2016-09-30,Q13a1,without_children,7
Drug Use Disorder,13,5,0,start,2016-09-01,2016-09-30,Q13a1,with_only_children,1
Drug Use Disorder,13,5,0,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,2,0,start,2016-09-01,2016-09-30,Q13a1,without_children,16
Both Alcohol and Drug Use Disorders,18,2,0,start,2016-09-01,2016-09-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,18,2,0,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
Chronic Health Condition,63,10,7,start,2016-09-01,2016-09-30,Q13a1,without_children,46
Chronic Health Condition,63,10,7,start,2016-09-01,2016-09-30,Q13a1,with_only_children,0
Chronic Health Condition,63,10,7,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
HIV/AIDS,93,1,0,start,2016-09-01,2016-09-30,Q13a1,without_children,91
HIV/AIDS,93,1,0,start,2016-09-01,2016-09-30,Q13a1,with_only_children,1
HIV/AIDS,93,1,0,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
Development Disability,23,6,8,start,2016-09-01,2016-09-30,Q13a1,without_children,9
Development Disability,23,6,8,start,2016-09-01,2016-09-30,Q13a1,with_only_children,0
Development Disability,23,6,8,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
Physical Disability,83,12,9,start,2016-09-01,2016-09-30,Q13a1,without_children,62
Physical Disability,83,12,9,start,2016-09-01,2016-09-30,Q13a1,with_only_children,0
Physical Disability,83,12,9,start,2016-09-01,2016-09-30,Q13a1,unknown_household_type,0
