persons_served,total,population,start_date,end_date,question,household_type,count
Adults,478,all_persons,2016-09-01,2016-09-30,Q7a,without_children,293
Adults,478,all_persons,2016-09-01,2016-09-30,Q7a,with_children_and_adults,184
Adults,478,all_persons,2016-09-01,2016-09-30,Q7a,with_only_children,0
Adults,478,all_persons,2016-09-01,2016-09-30,Q7a,unknown_household_type,1
Children,258,all_persons,2016-09-01,2016-09-30,Q7a,without_children,0
Children,258,all_persons,2016-09-01,2016-09-30,Q7a,with_children_and_adults,251
Children,258,all_persons,2016-09-01,2016-09-30,Q7a,with_only_children,7
Children,258,all_persons,2016-09-01,2016-09-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-09-01,2016-09-30,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2016-09-01,2016-09-30,Q7a,without_children,0
Data Not Collected,2,all_persons,2016-09-01,2016-09-30,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-09-01,2016-09-30,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2016-09-01,2016-09-30,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,181,all_persons,2016-09-01,2016-09-30,Q7a,without_children,97
For PSH and RRH - the total persons served who moved into housing,181,all_persons,2016-09-01,2016-09-30,Q7a,with_children_and_adults,84
For PSH and RRH - the total persons served who moved into housing,181,all_persons,2016-09-01,2016-09-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,181,all_persons,2016-09-01,2016-09-30,Q7a,unknown_household_type,0
