race,total,population,start_date,end_date,question,household_type,count
White,473,all_persons,2016-09-01,2016-09-30,Q12a,without_children,210
White,473,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,259
White,473,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,3
White,473,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,1
"Black, African American, or African",194,all_persons,2016-09-01,2016-09-30,Q12a,without_children,69
"Black, African American, or African",194,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,121
"Black, African American, or African",194,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,4
"Black, African American, or African",194,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,0
Asian or Asian American,0,all_persons,2016-09-01,2016-09-30,Q12a,without_children,0
Asian or Asian American,0,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,0
Asian or Asian American,0,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,0
Asian or Asian American,0,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-09-01,2016-09-30,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-09-01,2016-09-30,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,0
Multiple Races,66,all_persons,2016-09-01,2016-09-30,Q12a,without_children,11
Multiple Races,66,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,55
Multiple Races,66,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,0
Multiple Races,66,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,0
Data Not Collected,3,all_persons,2016-09-01,2016-09-30,Q12a,without_children,1
Data Not Collected,3,all_persons,2016-09-01,2016-09-30,Q12a,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-09-01,2016-09-30,Q12a,with_only_children,0
Data Not Collected,3,all_persons,2016-09-01,2016-09-30,Q12a,unknown_household_type,2
