dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,6,all_persons,2016-09-01,2016-09-30,Q14b,without_children,3
Yes,6,all_persons,2016-09-01,2016-09-30,Q14b,with_children_and_adults,3
Yes,6,all_persons,2016-09-01,2016-09-30,Q14b,with_only_children,0
Yes,6,all_persons,2016-09-01,2016-09-30,Q14b,unknown_household_type,0
No,44,all_persons,2016-09-01,2016-09-30,Q14b,without_children,14
No,44,all_persons,2016-09-01,2016-09-30,Q14b,with_children_and_adults,30
No,44,all_persons,2016-09-01,2016-09-30,Q14b,with_only_children,0
No,44,all_persons,2016-09-01,2016-09-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-09-01,2016-09-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-09-01,2016-09-30,Q14b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2016-09-01,2016-09-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-09-01,2016-09-30,Q14b,unknown_household_type,0
Data Not Collected,12,all_persons,2016-09-01,2016-09-30,Q14b,without_children,9
Data Not Collected,12,all_persons,2016-09-01,2016-09-30,Q14b,with_children_and_adults,3
Data Not Collected,12,all_persons,2016-09-01,2016-09-30,Q14b,with_only_children,0
Data Not Collected,12,all_persons,2016-09-01,2016-09-30,Q14b,unknown_household_type,0
