conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,9
Mental Health Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,7
Mental Health Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,4
Alcohol Use Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,3
Alcohol Use Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,1
Drug Use Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,1
Both Alcohol and Drug Use Disorders,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,0
Both Alcohol and Drug Use Disorders,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,1
Chronic Health Condition,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,11
Chronic Health Condition,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,7
Chronic Health Condition,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,4
HIV/AIDS,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,1
HIV/AIDS,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,1
HIV/AIDS,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,2
Development Disability,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,2
Development Disability,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_start,8
Physical Disability,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_latest_assessment_for_stayers,7
Physical Disability,veterans,2016-09-01,2016-09-30,Q25e,conditions_at_exit_for_leavers,1
