income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2016-09-01,2016-09-30,Q17,income_at_start,160
Earned Income,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,2
Earned Income,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,61
Unemployment Insurance,adults,2016-09-01,2016-09-30,Q17,income_at_start,4
Unemployment Insurance,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,1
Supplemental Security Income (SSI),adults,2016-09-01,2016-09-30,Q17,income_at_start,77
Supplemental Security Income (SSI),adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,13
Supplemental Security Income (SSI),adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,18
Social Security Disability Insurance (SSDI),adults,2016-09-01,2016-09-30,Q17,income_at_start,48
Social Security Disability Insurance (SSDI),adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,9
Social Security Disability Insurance (SSDI),adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,9
VA Service - Connected Disability Compensation,adults,2016-09-01,2016-09-30,Q17,income_at_start,5
VA Service - Connected Disability Compensation,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,2
VA Non-Service Connected Disability Pension,adults,2016-09-01,2016-09-30,Q17,income_at_start,3
VA Non-Service Connected Disability Pension,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,1
Private Disability Insurance,adults,2016-09-01,2016-09-30,Q17,income_at_start,0
Private Disability Insurance,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2016-09-01,2016-09-30,Q17,income_at_start,0
Worker's Compensation,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2016-09-01,2016-09-30,Q17,income_at_start,11
Temporary Assistance for Needy Families (TANF),adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,2
General Assistance (GA),adults,2016-09-01,2016-09-30,Q17,income_at_start,0
General Assistance (GA),adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2016-09-01,2016-09-30,Q17,income_at_start,8
Retirement Income from Social Security,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,4
Pension or retirement income from a former job,adults,2016-09-01,2016-09-30,Q17,income_at_start,3
Pension or retirement income from a former job,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,1
Child Support,adults,2016-09-01,2016-09-30,Q17,income_at_start,23
Child Support,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,8
Alimony and other spousal support,adults,2016-09-01,2016-09-30,Q17,income_at_start,1
Alimony and other spousal support,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,1
Other Source,adults,2016-09-01,2016-09-30,Q17,income_at_start,7
Other Source,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-09-01,2016-09-30,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-09-01,2016-09-30,Q17,income_at_latest_annual_assessment_for_stayers,31
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-09-01,2016-09-30,Q17,income_at_exit_for_leavers,0
