gender_identity,total,population,start_date,end_date,question,household_type,count
Male,58,youth,2022-03-01,2022-03-31,Q27c,without_children,36
Male,58,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,14
Male,58,youth,2022-03-01,2022-03-31,Q27c,with_only_children,7
Male,58,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,1
Female,48,youth,2022-03-01,2022-03-31,Q27c,without_children,19
Female,48,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,22
Female,48,youth,2022-03-01,2022-03-31,Q27c,with_only_children,6
Female,48,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,1
No Single Gender,0,youth,2022-03-01,2022-03-31,Q27c,without_children,0
No Single Gender,0,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,0
No Single Gender,0,youth,2022-03-01,2022-03-31,Q27c,with_only_children,0
No Single Gender,0,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,0
Questioning,2,youth,2022-03-01,2022-03-31,Q27c,without_children,2
Questioning,2,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,0
Questioning,2,youth,2022-03-01,2022-03-31,Q27c,with_only_children,0
Questioning,2,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,0
Transgender,1,youth,2022-03-01,2022-03-31,Q27c,without_children,1
Transgender,1,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,0
Transgender,1,youth,2022-03-01,2022-03-31,Q27c,with_only_children,0
Transgender,1,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,0
Client Doesn't Know/Client Refused,0,youth,2022-03-01,2022-03-31,Q27c,without_children,0
Client Doesn't Know/Client Refused,0,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,youth,2022-03-01,2022-03-31,Q27c,with_only_children,0
Client Doesn't Know/Client Refused,0,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,0
Data Not Collected,0,youth,2022-03-01,2022-03-31,Q27c,without_children,0
Data Not Collected,0,youth,2022-03-01,2022-03-31,Q27c,with_children_and_adults,0
Data Not Collected,0,youth,2022-03-01,2022-03-31,Q27c,with_only_children,0
Data Not Collected,0,youth,2022-03-01,2022-03-31,Q27c,unknown_household_type,0
