non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_start,447
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,27
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_exit_for_leavers,58
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_start,24
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_start,8
TANF Child Care Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_start,3
TANF Transportation Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_start,9
Other TANF-Funded Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_start,12
Other Source,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,7
Other Source,all_persons,2022-03-01,2022-03-31,Q20a,benefit_at_exit_for_leavers,0
