dv_history,total,population,start_date,end_date,question,household_type,count
Yes,312,all_persons,2022-03-01,2022-03-31,Q14a,without_children,242
Yes,312,all_persons,2022-03-01,2022-03-31,Q14a,with_children_and_adults,69
Yes,312,all_persons,2022-03-01,2022-03-31,Q14a,with_only_children,0
Yes,312,all_persons,2022-03-01,2022-03-31,Q14a,unknown_household_type,1
No,1042,all_persons,2022-03-01,2022-03-31,Q14a,without_children,842
No,1042,all_persons,2022-03-01,2022-03-31,Q14a,with_children_and_adults,194
No,1042,all_persons,2022-03-01,2022-03-31,Q14a,with_only_children,0
No,1042,all_persons,2022-03-01,2022-03-31,Q14a,unknown_household_type,6
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q14a,without_children,9
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q14a,unknown_household_type,0
Data Not Collected,58,all_persons,2022-03-01,2022-03-31,Q14a,without_children,32
Data Not Collected,58,all_persons,2022-03-01,2022-03-31,Q14a,with_children_and_adults,22
Data Not Collected,58,all_persons,2022-03-01,2022-03-31,Q14a,with_only_children,0
Data Not Collected,58,all_persons,2022-03-01,2022-03-31,Q14a,unknown_household_type,4
