ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1659,all_persons,2022-03-01,2022-03-31,Q12b,without_children,1057
Non-Hispanic/Non-Latin(a)(o)(x),1659,all_persons,2022-03-01,2022-03-31,Q12b,with_children_and_adults,560
Non-Hispanic/Non-Latin(a)(o)(x),1659,all_persons,2022-03-01,2022-03-31,Q12b,with_only_children,24
Non-Hispanic/Non-Latin(a)(o)(x),1659,all_persons,2022-03-01,2022-03-31,Q12b,unknown_household_type,18
Hispanic/Latin(a)(o)(x),169,all_persons,2022-03-01,2022-03-31,Q12b,without_children,57
Hispanic/Latin(a)(o)(x),169,all_persons,2022-03-01,2022-03-31,Q12b,with_children_and_adults,104
Hispanic/Latin(a)(o)(x),169,all_persons,2022-03-01,2022-03-31,Q12b,with_only_children,8
Hispanic/Latin(a)(o)(x),169,all_persons,2022-03-01,2022-03-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q12b,without_children,7
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,9,all_persons,2022-03-01,2022-03-31,Q12b,unknown_household_type,1
Data Not Collected,18,all_persons,2022-03-01,2022-03-31,Q12b,without_children,4
Data Not Collected,18,all_persons,2022-03-01,2022-03-31,Q12b,with_children_and_adults,5
Data Not Collected,18,all_persons,2022-03-01,2022-03-31,Q12b,with_only_children,2
Data Not Collected,18,all_persons,2022-03-01,2022-03-31,Q12b,unknown_household_type,7
