dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,47,all_persons,2022-03-01,2022-03-31,Q14b,without_children,37
Yes,47,all_persons,2022-03-01,2022-03-31,Q14b,with_children_and_adults,10
Yes,47,all_persons,2022-03-01,2022-03-31,Q14b,with_only_children,0
Yes,47,all_persons,2022-03-01,2022-03-31,Q14b,unknown_household_type,0
No,246,all_persons,2022-03-01,2022-03-31,Q14b,without_children,188
No,246,all_persons,2022-03-01,2022-03-31,Q14b,with_children_and_adults,57
No,246,all_persons,2022-03-01,2022-03-31,Q14b,with_only_children,0
No,246,all_persons,2022-03-01,2022-03-31,Q14b,unknown_household_type,1
Client Doesn't Know/Client Refused,3,all_persons,2022-03-01,2022-03-31,Q14b,without_children,2
Client Doesn't Know/Client Refused,3,all_persons,2022-03-01,2022-03-31,Q14b,with_children_and_adults,1
Client Doesn't Know/Client Refused,3,all_persons,2022-03-01,2022-03-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2022-03-01,2022-03-31,Q14b,unknown_household_type,0
Data Not Collected,16,all_persons,2022-03-01,2022-03-31,Q14b,without_children,15
Data Not Collected,16,all_persons,2022-03-01,2022-03-31,Q14b,with_children_and_adults,1
Data Not Collected,16,all_persons,2022-03-01,2022-03-31,Q14b,with_only_children,0
Data Not Collected,16,all_persons,2022-03-01,2022-03-31,Q14b,unknown_household_type,0
