conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,291,17,3,stayers,2022-03-01,2022-03-31,Q13c1,without_children,270
Mental Health Disorder,291,17,3,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Mental Health Disorder,291,17,3,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,1
Alcohol Use Disorder,52,0,0,stayers,2022-03-01,2022-03-31,Q13c1,without_children,52
Alcohol Use Disorder,52,0,0,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Alcohol Use Disorder,52,0,0,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,0
Drug Use Disorder,49,4,0,stayers,2022-03-01,2022-03-31,Q13c1,without_children,45
Drug Use Disorder,49,4,0,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Drug Use Disorder,49,4,0,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,55,0,0,stayers,2022-03-01,2022-03-31,Q13c1,without_children,55
Both Alcohol and Drug Use Disorders,55,0,0,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,55,0,0,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,0
Chronic Health Condition,169,10,1,stayers,2022-03-01,2022-03-31,Q13c1,without_children,158
Chronic Health Condition,169,10,1,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Chronic Health Condition,169,10,1,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,0
HIV/AIDS,104,7,0,stayers,2022-03-01,2022-03-31,Q13c1,without_children,97
HIV/AIDS,104,7,0,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
HIV/AIDS,104,7,0,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,0
Development Disability,64,2,13,stayers,2022-03-01,2022-03-31,Q13c1,without_children,48
Development Disability,64,2,13,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Development Disability,64,2,13,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,1
Physical Disability,195,8,0,stayers,2022-03-01,2022-03-31,Q13c1,without_children,187
Physical Disability,195,8,0,stayers,2022-03-01,2022-03-31,Q13c1,with_only_children,0
Physical Disability,195,8,0,stayers,2022-03-01,2022-03-31,Q13c1,unknown_household_type,0
