conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,45,2,0,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,43
Mental Health Disorder,45,2,0,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Mental Health Disorder,45,2,0,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,6,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,6
Alcohol Use Disorder,6,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Alcohol Use Disorder,6,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
Drug Use Disorder,11,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,11
Drug Use Disorder,11,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Drug Use Disorder,11,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,7,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,7
Both Alcohol and Drug Use Disorders,7,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,7,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
Chronic Health Condition,15,1,0,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,14
Chronic Health Condition,15,1,0,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Chronic Health Condition,15,1,0,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,0
HIV/AIDS,0,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
Development Disability,7,0,2,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,5
Development Disability,7,0,2,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Development Disability,7,0,2,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
Physical Disability,24,0,2,all_persons,2022-03-01,2022-03-31,Q13b1,without_children,22
Physical Disability,24,0,2,all_persons,2022-03-01,2022-03-31,Q13b1,with_only_children,0
Physical Disability,24,0,2,all_persons,2022-03-01,2022-03-31,Q13b1,unknown_household_type,0
