conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,15
Mental Health Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,12
Mental Health Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,10
Alcohol Use Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,9
Alcohol Use Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,1
Drug Use Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,0
Drug Use Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,7
Both Alcohol and Drug Use Disorders,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,1
Chronic Health Condition,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,14
Chronic Health Condition,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,12
Chronic Health Condition,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,2
HIV/AIDS,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,2
HIV/AIDS,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,2
Development Disability,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,3
Development Disability,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_start,19
Physical Disability,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_latest_assessment_for_stayers,16
Physical Disability,veterans,2022-03-01,2022-03-31,Q25e,conditions_at_exit_for_leavers,3
