living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",140,all_persons,2019-01-01,2019-01-31,Q15,Homeless Situations,without_children,103
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",140,all_persons,2019-01-01,2019-01-31,Q15,Homeless Situations,with_children_and_adults,37
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",140,all_persons,2019-01-01,2019-01-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",140,all_persons,2019-01-01,2019-01-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-01-01,2019-01-31,Q15,NA,without_children,1
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-01-01,2019-01-31,Q15,NA,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-01-01,2019-01-31,Q15,NA,with_only_children,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-01-01,2019-01-31,Q15,NA,unknown_household_type,0
Place not meant for human habitation,132,all_persons,2019-01-01,2019-01-31,Q15,NA,without_children,114
Place not meant for human habitation,132,all_persons,2019-01-01,2019-01-31,Q15,NA,with_children_and_adults,18
Place not meant for human habitation,132,all_persons,2019-01-01,2019-01-31,Q15,NA,with_only_children,0
Place not meant for human habitation,132,all_persons,2019-01-01,2019-01-31,Q15,NA,unknown_household_type,0
Safe Haven,0,all_persons,2019-01-01,2019-01-31,Q15,NA,without_children,0
Safe Haven,0,all_persons,2019-01-01,2019-01-31,Q15,NA,with_children_and_adults,0
Safe Haven,0,all_persons,2019-01-01,2019-01-31,Q15,NA,with_only_children,0
Safe Haven,0,all_persons,2019-01-01,2019-01-31,Q15,NA,unknown_household_type,0
Host Home,0,all_persons,2019-01-01,2019-01-31,Q15,NA,without_children,0
Host Home,0,all_persons,2019-01-01,2019-01-31,Q15,NA,with_children_and_adults,0
Host Home,0,all_persons,2019-01-01,2019-01-31,Q15,NA,with_only_children,0
Host Home,0,all_persons,2019-01-01,2019-01-31,Q15,NA,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,0,all_persons,2019-01-01,2019-01-31,Q15,Institutional Settings,without_children,0
