dv_history,total,population,start_date,end_date,question,household_type,count
Yes,151,all_persons,2019-01-01,2019-01-31,Q14a,without_children,117
Yes,151,all_persons,2019-01-01,2019-01-31,Q14a,with_children_and_adults,34
Yes,151,all_persons,2019-01-01,2019-01-31,Q14a,with_only_children,0
Yes,151,all_persons,2019-01-01,2019-01-31,Q14a,unknown_household_type,0
No,485,all_persons,2019-01-01,2019-01-31,Q14a,without_children,383
No,485,all_persons,2019-01-01,2019-01-31,Q14a,with_children_and_adults,102
No,485,all_persons,2019-01-01,2019-01-31,Q14a,with_only_children,0
No,485,all_persons,2019-01-01,2019-01-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2019-01-01,2019-01-31,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2019-01-01,2019-01-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2019-01-01,2019-01-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2019-01-01,2019-01-31,Q14a,unknown_household_type,0
Data Not Collected,11,all_persons,2019-01-01,2019-01-31,Q14a,without_children,10
Data Not Collected,11,all_persons,2019-01-01,2019-01-31,Q14a,with_children_and_adults,1
Data Not Collected,11,all_persons,2019-01-01,2019-01-31,Q14a,with_only_children,0
Data Not Collected,11,all_persons,2019-01-01,2019-01-31,Q14a,unknown_household_type,0
