veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_households,2019-01-01,2019-01-31,Q25b,without_children,15
Chronically Homeless Veteran,15,all_households,2019-01-01,2019-01-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,15,all_households,2019-01-01,2019-01-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,28,all_households,2019-01-01,2019-01-31,Q25b,without_children,25
Non-Chronically Homeless Veteran,28,all_households,2019-01-01,2019-01-31,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,28,all_households,2019-01-01,2019-01-31,Q25b,unknown_household_type,0
Not a Veteran,516,all_households,2019-01-01,2019-01-31,Q25b,without_children,428
Not a Veteran,516,all_households,2019-01-01,2019-01-31,Q25b,with_children_and_adults,88
Not a Veteran,516,all_households,2019-01-01,2019-01-31,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_households,2019-01-01,2019-01-31,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2019-01-01,2019-01-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2019-01-01,2019-01-31,Q25b,unknown_household_type,0
Data Not Collected,2,all_households,2019-01-01,2019-01-31,Q25b,without_children,2
Data Not Collected,2,all_households,2019-01-01,2019-01-31,Q25b,with_children_and_adults,0
Data Not Collected,2,all_households,2019-01-01,2019-01-31,Q25b,unknown_household_type,0
