veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_persons,2019-01-01,2019-01-31,Q25a,without_children,15
Chronically Homeless Veteran,15,all_persons,2019-01-01,2019-01-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,15,all_persons,2019-01-01,2019-01-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,29,all_persons,2019-01-01,2019-01-31,Q25a,without_children,25
Non-Chronically Homeless Veteran,29,all_persons,2019-01-01,2019-01-31,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,29,all_persons,2019-01-01,2019-01-31,Q25a,unknown_household_type,0
Not a Veteran,602,all_persons,2019-01-01,2019-01-31,Q25a,without_children,470
Not a Veteran,602,all_persons,2019-01-01,2019-01-31,Q25a,with_children_and_adults,132
Not a Veteran,602,all_persons,2019-01-01,2019-01-31,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-01-01,2019-01-31,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-01-01,2019-01-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-01-01,2019-01-31,Q25a,unknown_household_type,0
Data Not Collected,3,all_persons,2019-01-01,2019-01-31,Q25a,without_children,3
Data Not Collected,3,all_persons,2019-01-01,2019-01-31,Q25a,with_children_and_adults,0
Data Not Collected,3,all_persons,2019-01-01,2019-01-31,Q25a,unknown_household_type,0
