pit_month,total,population,start_date,end_date,question,household_type,count
January,614,all_persons,2019-01-01,2019-01-31,Q7b,without_children,320
January,614,all_persons,2019-01-01,2019-01-31,Q7b,with_children_and_adults,280
January,614,all_persons,2019-01-01,2019-01-31,Q7b,with_only_children,13
January,614,all_persons,2019-01-01,2019-01-31,Q7b,unknown_household_type,1
April,0,all_persons,2019-01-01,2019-01-31,Q7b,without_children,0
April,0,all_persons,2019-01-01,2019-01-31,Q7b,with_children_and_adults,0
April,0,all_persons,2019-01-01,2019-01-31,Q7b,with_only_children,0
April,0,all_persons,2019-01-01,2019-01-31,Q7b,unknown_household_type,0
July,0,all_persons,2019-01-01,2019-01-31,Q7b,without_children,0
July,0,all_persons,2019-01-01,2019-01-31,Q7b,with_children_and_adults,0
July,0,all_persons,2019-01-01,2019-01-31,Q7b,with_only_children,0
July,0,all_persons,2019-01-01,2019-01-31,Q7b,unknown_household_type,0
October,0,all_persons,2019-01-01,2019-01-31,Q7b,without_children,0
October,0,all_persons,2019-01-01,2019-01-31,Q7b,with_children_and_adults,0
October,0,all_persons,2019-01-01,2019-01-31,Q7b,with_only_children,0
October,0,all_persons,2019-01-01,2019-01-31,Q7b,unknown_household_type,0
