number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,169
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,76
Adults with Only Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,164
Adults with Only Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,33
Adults with Only Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,52
Adults with Both Earned and Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,9
Adults with No Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,281
Adults with No Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,79
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,4
Adults with Missing Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,317
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,63
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,649
Total Adults,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,432
Total Adults,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,217
1 or More Source of Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,389
1 or More Source of Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,140
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
