race,total,population,start_date,end_date,question,household_type,count
White,597,all_persons,2019-01-01,2019-01-31,Q12a,without_children,387
White,597,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,201
White,597,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,9
White,597,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
"Black, African American, or African",197,all_persons,2019-01-01,2019-01-31,Q12a,without_children,98
"Black, African American, or African",197,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,95
"Black, African American, or African",197,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,4
"Black, African American, or African",197,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
Asian or Asian American,2,all_persons,2019-01-01,2019-01-31,Q12a,without_children,1
Asian or Asian American,2,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,1
Asian or Asian American,2,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,0
Asian or Asian American,2,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",2,all_persons,2019-01-01,2019-01-31,Q12a,without_children,2
"American Indian, Alaska Native, or Indigenous",2,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",2,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",2,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,1,all_persons,2019-01-01,2019-01-31,Q12a,without_children,1
Native Hawaiian or Pacific Islander,1,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,1,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,1,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
Multiple Races,72,all_persons,2019-01-01,2019-01-31,Q12a,without_children,23
Multiple Races,72,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,49
Multiple Races,72,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,0
Multiple Races,72,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2019-01-01,2019-01-31,Q12a,without_children,1
Client Doesn't Know/Client Refused,2,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,1
Client Doesn't Know/Client Refused,2,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,0
Data Not Collected,1,all_persons,2019-01-01,2019-01-31,Q12a,without_children,0
Data Not Collected,1,all_persons,2019-01-01,2019-01-31,Q12a,with_children_and_adults,0
Data Not Collected,1,all_persons,2019-01-01,2019-01-31,Q12a,with_only_children,0
Data Not Collected,1,all_persons,2019-01-01,2019-01-31,Q12a,unknown_household_type,1
