count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_entry,367
No Sources,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,20
No Sources,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_exit_for_leavers,120
1 + Source(s),all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_entry,245
1 + Source(s),all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,28
1 + Source(s),all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_exit_for_leavers,86
Client Doesn't Know/Client Refused,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_entry,36
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,384
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-01-01,2019-01-31,Q20b,benefit_at_exit_for_leavers,10
