conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,46
Mental Health Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,43
Mental Health Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,14
Alcohol Use Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,14
Alcohol Use Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,10
Drug Use Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,9
Drug Use Disorder,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,11
Both Alcohol and Drug Use Disorders,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Both Alcohol and Drug Use Disorders,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,1
Chronic Health Condition,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,25
Chronic Health Condition,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,24
Chronic Health Condition,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,1
HIV/AIDS,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,13
Development Disability,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,14
Development Disability,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_start,31
Physical Disability,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_latest_assessment_for_stayers,26
Physical Disability,chronically_homeless,2019-01-01,2019-01-31,Q26e,conditions_at_exit_for_leavers,5
