ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,39,all_persons,2015-11-01,2015-11-30,Q26b,without_children,36
Chronically Homeless ,39,all_persons,2015-11-01,2015-11-30,Q26b,with_children_and_adults,3
Chronically Homeless ,39,all_persons,2015-11-01,2015-11-30,Q26b,with_only_children,0
Chronically Homeless ,39,all_persons,2015-11-01,2015-11-30,Q26b,unknown_household_type,0
Not Chronically Homeless,480,all_persons,2015-11-01,2015-11-30,Q26b,without_children,194
Not Chronically Homeless,480,all_persons,2015-11-01,2015-11-30,Q26b,with_children_and_adults,283
Not Chronically Homeless,480,all_persons,2015-11-01,2015-11-30,Q26b,with_only_children,3
Not Chronically Homeless,480,all_persons,2015-11-01,2015-11-30,Q26b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2015-11-01,2015-11-30,Q26b,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-11-01,2015-11-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-11-01,2015-11-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2015-11-01,2015-11-30,Q26b,unknown_household_type,0
Data Not Collected,108,all_persons,2015-11-01,2015-11-30,Q26b,without_children,84
Data Not Collected,108,all_persons,2015-11-01,2015-11-30,Q26b,with_children_and_adults,22
Data Not Collected,108,all_persons,2015-11-01,2015-11-30,Q26b,with_only_children,0
Data Not Collected,108,all_persons,2015-11-01,2015-11-30,Q26b,unknown_household_type,2
