count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,270
No Sources,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,12
No Sources,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,53
1 + Source(s),all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,155
1 + Source(s),all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,37
Client Doesn't Know/Client Refused,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_entry,28
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,331
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-11-01,2015-11-30,Q20b,benefit_at_exit_for_leavers,2
