number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,131
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,3
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,31
Adults with Only Other Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,105
Adults with Only Other Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,21
Adults with Only Other Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,24
Adults with Both Earned and Other Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,20
Adults with Both Earned and Other Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,190
Adults with No Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,7
Adults with No Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,32
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,262
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,67
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,453
Total Adults,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,361
Total Adults,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,92
1 or More Source of Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,281
1 or More Source of Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,26
1 or More Source of Income,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,63
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_annual_assessment_stayers,32
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-11-01,2015-11-30,Q18,number_of_adults_at_exit_leavers,0
