ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),576,all_persons,2015-11-01,2015-11-30,Q12b,without_children,285
Non-Hispanic/Non-Latin(a)(o)(x),576,all_persons,2015-11-01,2015-11-30,Q12b,with_children_and_adults,288
Non-Hispanic/Non-Latin(a)(o)(x),576,all_persons,2015-11-01,2015-11-30,Q12b,with_only_children,2
Non-Hispanic/Non-Latin(a)(o)(x),576,all_persons,2015-11-01,2015-11-30,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),51,all_persons,2015-11-01,2015-11-30,Q12b,without_children,30
Hispanic/Latin(a)(o)(x),51,all_persons,2015-11-01,2015-11-30,Q12b,with_children_and_adults,20
Hispanic/Latin(a)(o)(x),51,all_persons,2015-11-01,2015-11-30,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),51,all_persons,2015-11-01,2015-11-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2015-11-01,2015-11-30,Q12b,without_children,1
Data Not Collected,2,all_persons,2015-11-01,2015-11-30,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2015-11-01,2015-11-30,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2015-11-01,2015-11-30,Q12b,unknown_household_type,1
