dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,4,all_persons,2015-11-01,2015-11-30,Q14b,without_children,1
Yes,4,all_persons,2015-11-01,2015-11-30,Q14b,with_children_and_adults,3
Yes,4,all_persons,2015-11-01,2015-11-30,Q14b,with_only_children,0
Yes,4,all_persons,2015-11-01,2015-11-30,Q14b,unknown_household_type,0
No,36,all_persons,2015-11-01,2015-11-30,Q14b,without_children,20
No,36,all_persons,2015-11-01,2015-11-30,Q14b,with_children_and_adults,16
No,36,all_persons,2015-11-01,2015-11-30,Q14b,with_only_children,0
No,36,all_persons,2015-11-01,2015-11-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q14b,unknown_household_type,0
Data Not Collected,20,all_persons,2015-11-01,2015-11-30,Q14b,without_children,11
Data Not Collected,20,all_persons,2015-11-01,2015-11-30,Q14b,with_children_and_adults,9
Data Not Collected,20,all_persons,2015-11-01,2015-11-30,Q14b,with_only_children,0
Data Not Collected,20,all_persons,2015-11-01,2015-11-30,Q14b,unknown_household_type,0
