persons_served,total,population,start_date,end_date,question,household_type,count
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,without_children,316
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,136
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
Adults,453,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,1
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,without_children,0
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,172
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,3
Children,175,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,without_children,57
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,with_children_and_adults,74
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,131,all_persons,2015-11-01,2015-11-30,Q7a,unknown_household_type,0
