ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1033,all_persons,2020-10-01,2020-10-31,Q12b,without_children,666
Non-Hispanic/Non-Latin(a)(o)(x),1033,all_persons,2020-10-01,2020-10-31,Q12b,with_children_and_adults,342
Non-Hispanic/Non-Latin(a)(o)(x),1033,all_persons,2020-10-01,2020-10-31,Q12b,with_only_children,14
Non-Hispanic/Non-Latin(a)(o)(x),1033,all_persons,2020-10-01,2020-10-31,Q12b,unknown_household_type,11
Hispanic/Latin(a)(o)(x),93,all_persons,2020-10-01,2020-10-31,Q12b,without_children,37
Hispanic/Latin(a)(o)(x),93,all_persons,2020-10-01,2020-10-31,Q12b,with_children_and_adults,54
Hispanic/Latin(a)(o)(x),93,all_persons,2020-10-01,2020-10-31,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),93,all_persons,2020-10-01,2020-10-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2020-10-01,2020-10-31,Q12b,without_children,1
Client Doesn't Know/Client Refused,2,all_persons,2020-10-01,2020-10-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,2,all_persons,2020-10-01,2020-10-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2020-10-01,2020-10-31,Q12b,unknown_household_type,0
Data Not Collected,6,all_persons,2020-10-01,2020-10-31,Q12b,without_children,2
Data Not Collected,6,all_persons,2020-10-01,2020-10-31,Q12b,with_children_and_adults,1
Data Not Collected,6,all_persons,2020-10-01,2020-10-31,Q12b,with_only_children,0
Data Not Collected,6,all_persons,2020-10-01,2020-10-31,Q12b,unknown_household_type,3
