exit_destination,total,population,start_date,end_date,question,category,household_type,count
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, no ongoing subsidy",1,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,1
"Owned by client, no ongoing subsidy",1,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Owned by client, no ongoing subsidy",1,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Owned by client, no ongoing subsidy",1,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, no ongoing subsidy",44,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,23
"Rental by client, no ongoing subsidy",44,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,21
"Rental by client, no ongoing subsidy",44,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, no ongoing subsidy",44,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with VASH subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with VASH subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with VASH subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with VASH subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, other ongoing subsidy",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,4
"Rental by client, other ongoing subsidy",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, other ongoing subsidy",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, other ongoing subsidy",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Staying or living with family, permanent tenure",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,1
"Staying or living with family, permanent tenure",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,3
"Staying or living with family, permanent tenure",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Staying or living with family, permanent tenure",4,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Staying or living with friends, permanent tenure",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
"Staying or living with friends, permanent tenure",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Staying or living with friends, permanent tenure",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Staying or living with friends, permanent tenure",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",12,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,2
"Rental by client, with HCV voucher (tenant or project based)",12,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,10
"Rental by client, with HCV voucher (tenant or project based)",12,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",12,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
Rental by client in a public housing unit,6,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,without_children,2
Rental by client in a public housing unit,6,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_children_and_adults,4
Rental by client in a public housing unit,6,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,with_only_children,0
Rental by client in a public housing unit,6,all_persons,2020-10-01,2020-10-31,Q23c,Permanent Destinations,unknown_household_type,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",38,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,22
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",38,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,16
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",38,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",38,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,unknown_household_type,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,unknown_household_type,0
"Staying or living with family, temporary tenure",19,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,19
"Staying or living with family, temporary tenure",19,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Staying or living with family, temporary tenure",19,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_only_children,0
"Staying or living with family, temporary tenure",19,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,unknown_household_type,0
"Staying or living with friends, temporary tenure",14,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,14
"Staying or living with friends, temporary tenure",14,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,0
"Staying or living with friends, temporary tenure",14,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_only_children,0
"Staying or living with friends, temporary tenure",14,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,unknown_household_type,0
Place not meant for human habitation,27,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,26
Place not meant for human habitation,27,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,1
Place not meant for human habitation,27,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_only_children,0
Place not meant for human habitation,27,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,unknown_household_type,0
Safe Haven,0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,without_children,0
Safe Haven,0,all_persons,2020-10-01,2020-10-31,Q23c,Temporary Destinations,with_children_and_adults,0
