conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,42,5,0,exit,2020-10-01,2020-10-31,Q13b1,without_children,37
Mental Health Disorder,42,5,0,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Mental Health Disorder,42,5,0,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,9,0,0,exit,2020-10-01,2020-10-31,Q13b1,without_children,9
Alcohol Use Disorder,9,0,0,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Alcohol Use Disorder,9,0,0,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
Drug Use Disorder,8,3,0,exit,2020-10-01,2020-10-31,Q13b1,without_children,5
Drug Use Disorder,8,3,0,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Drug Use Disorder,8,3,0,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,11,1,0,exit,2020-10-01,2020-10-31,Q13b1,without_children,10
Both Alcohol and Drug Use Disorders,11,1,0,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,11,1,0,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
Chronic Health Condition,26,2,0,exit,2020-10-01,2020-10-31,Q13b1,without_children,24
Chronic Health Condition,26,2,0,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Chronic Health Condition,26,2,0,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
HIV/AIDS,4,0,0,exit,2020-10-01,2020-10-31,Q13b1,without_children,4
HIV/AIDS,4,0,0,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
HIV/AIDS,4,0,0,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
Development Disability,12,1,2,exit,2020-10-01,2020-10-31,Q13b1,without_children,9
Development Disability,12,1,2,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Development Disability,12,1,2,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
Physical Disability,22,0,1,exit,2020-10-01,2020-10-31,Q13b1,without_children,21
Physical Disability,22,0,1,exit,2020-10-01,2020-10-31,Q13b1,with_only_children,0
Physical Disability,22,0,1,exit,2020-10-01,2020-10-31,Q13b1,unknown_household_type,0
