count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,447,103,170,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,152
None,447,103,170,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,13
None,447,103,170,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,9
1 Condition,210,17,11,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,180
1 Condition,210,17,11,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,0
1 Condition,210,17,11,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,2
2 Conditions,97,4,2,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,91
2 Conditions,97,4,2,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,0
2 Conditions,97,4,2,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,0
3+ Conditions,83,3,0,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,80
3+ Conditions,83,3,0,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,0
3+ Conditions,83,3,0,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,0
Condition Unknown,26,2,0,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,24
Condition Unknown,26,2,0,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,0
Condition Unknown,26,2,0,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,0
Data Not Collected,46,7,22,all_persons,2020-10-01,2020-10-31,Q13c2,without_children,11
Data Not Collected,46,7,22,all_persons,2020-10-01,2020-10-31,Q13c2,with_only_children,3
Data Not Collected,46,7,22,all_persons,2020-10-01,2020-10-31,Q13c2,unknown_household_type,3
