conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,85
Mental Health Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,77
Mental Health Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,8
Alcohol Use Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,18
Alcohol Use Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,17
Alcohol Use Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,14
Drug Use Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Drug Use Disorder,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,4
Both Alcohol and Drug Use Disorders,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,21
Both Alcohol and Drug Use Disorders,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,18
Both Alcohol and Drug Use Disorders,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,3
Chronic Health Condition,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,41
Chronic Health Condition,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,38
Chronic Health Condition,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,3
HIV/AIDS,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,2
HIV/AIDS,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,25
Development Disability,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Development Disability,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,7
Physical Disability,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_start,44
Physical Disability,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_latest_assessment_for_stayers,41
Physical Disability,chronically_homeless,2020-10-01,2020-10-31,Q26e,conditions_at_exit_for_leavers,3
