time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,59,all_persons,2020-10-01,2020-10-31,Q22e,without_children,38
7 days or less,59,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,21
7 days or less,59,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
7 days or less,59,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
8 to 14 days,3,all_persons,2020-10-01,2020-10-31,Q22e,without_children,3
8 to 14 days,3,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,0
8 to 14 days,3,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
8 to 14 days,3,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
15 to 21 days,6,all_persons,2020-10-01,2020-10-31,Q22e,without_children,3
15 to 21 days,6,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,3
15 to 21 days,6,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
15 to 21 days,6,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
22 to 30 days,4,all_persons,2020-10-01,2020-10-31,Q22e,without_children,2
22 to 30 days,4,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,2
22 to 30 days,4,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
22 to 30 days,4,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
31 to 60 days,23,all_persons,2020-10-01,2020-10-31,Q22e,without_children,15
31 to 60 days,23,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,8
31 to 60 days,23,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
31 to 60 days,23,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
61 to 180 days,52,all_persons,2020-10-01,2020-10-31,Q22e,without_children,28
61 to 180 days,52,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,24
61 to 180 days,52,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
61 to 180 days,52,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
181 to 365 days,24,all_persons,2020-10-01,2020-10-31,Q22e,without_children,19
181 to 365 days,24,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,5
181 to 365 days,24,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
181 to 365 days,24,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),32,all_persons,2020-10-01,2020-10-31,Q22e,without_children,29
366-730 days (1-2 years),32,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,3
366-730 days (1-2 years),32,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
366-730 days (1-2 years),32,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
731 days or more,66,all_persons,2020-10-01,2020-10-31,Q22e,without_children,55
731 days or more,66,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,11
731 days or more,66,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
731 days or more,66,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
Total (persons moved into housing),269,all_persons,2020-10-01,2020-10-31,Q22e,without_children,192
Total (persons moved into housing),269,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,77
Total (persons moved into housing),269,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
Total (persons moved into housing),269,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
Not yet moved into housing,33,all_persons,2020-10-01,2020-10-31,Q22e,without_children,21
Not yet moved into housing,33,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,12
Not yet moved into housing,33,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
Not yet moved into housing,33,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
Data not collected,10,all_persons,2020-10-01,2020-10-31,Q22e,without_children,10
Data not collected,10,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,0
Data not collected,10,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
Data not collected,10,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
Total persons,312,all_persons,2020-10-01,2020-10-31,Q22e,without_children,223
Total persons,312,all_persons,2020-10-01,2020-10-31,Q22e,with_children_and_adults,89
Total persons,312,all_persons,2020-10-01,2020-10-31,Q22e,with_only_children,0
Total persons,312,all_persons,2020-10-01,2020-10-31,Q22e,unknown_household_type,0
