conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,234,17,3,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,214
Mental Health Disorder,234,17,3,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Mental Health Disorder,234,17,3,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,48,0,0,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,48
Alcohol Use Disorder,48,0,0,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Alcohol Use Disorder,48,0,0,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,0
Drug Use Disorder,36,4,0,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,32
Drug Use Disorder,36,4,0,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Drug Use Disorder,36,4,0,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,49,1,0,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,48
Both Alcohol and Drug Use Disorders,49,1,0,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,49,1,0,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,0
Chronic Health Condition,130,7,1,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,122
Chronic Health Condition,130,7,1,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Chronic Health Condition,130,7,1,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,0
HIV/AIDS,101,8,0,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,92
HIV/AIDS,101,8,0,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
HIV/AIDS,101,8,0,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,1
Development Disability,59,4,12,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,42
Development Disability,59,4,12,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Development Disability,59,4,12,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,1
Physical Disability,126,6,2,all_persons,2020-10-01,2020-10-31,Q13a1,without_children,118
Physical Disability,126,6,2,all_persons,2020-10-01,2020-10-31,Q13a1,with_only_children,0
Physical Disability,126,6,2,all_persons,2020-10-01,2020-10-31,Q13a1,unknown_household_type,0
