dv_history,total,population,start_date,end_date,question,household_type,count
Yes,231,all_persons,2020-10-01,2020-10-31,Q14a,without_children,177
Yes,231,all_persons,2020-10-01,2020-10-31,Q14a,with_children_and_adults,54
Yes,231,all_persons,2020-10-01,2020-10-31,Q14a,with_only_children,0
Yes,231,all_persons,2020-10-01,2020-10-31,Q14a,unknown_household_type,0
No,619,all_persons,2020-10-01,2020-10-31,Q14a,without_children,515
No,619,all_persons,2020-10-01,2020-10-31,Q14a,with_children_and_adults,100
No,619,all_persons,2020-10-01,2020-10-31,Q14a,with_only_children,0
No,619,all_persons,2020-10-01,2020-10-31,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,4,all_persons,2020-10-01,2020-10-31,Q14a,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2020-10-01,2020-10-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2020-10-01,2020-10-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2020-10-01,2020-10-31,Q14a,unknown_household_type,0
Data Not Collected,14,all_persons,2020-10-01,2020-10-31,Q14a,without_children,10
Data Not Collected,14,all_persons,2020-10-01,2020-10-31,Q14a,with_children_and_adults,4
Data Not Collected,14,all_persons,2020-10-01,2020-10-31,Q14a,with_only_children,0
Data Not Collected,14,all_persons,2020-10-01,2020-10-31,Q14a,unknown_household_type,0
