count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_entry,480
No Sources,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,24
No Sources,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_exit_for_leavers,80
1 + Source(s),all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_entry,283
1 + Source(s),all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,35
1 + Source(s),all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_exit_for_leavers,56
Client Doesn't Know/Client Refused,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_entry,104
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,620
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-10-01,2020-10-31,Q20b,benefit_at_exit_for_leavers,53
