health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2020-10-01,2020-10-31,Q21,at_start,570
MEDICAID,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,40
MEDICAID,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,98
MEDICARE,all_persons,2020-10-01,2020-10-31,Q21,at_start,98
MEDICARE,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,18
MEDICARE,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,14
State Children's Health Insurance Program,all_persons,2020-10-01,2020-10-31,Q21,at_start,5
State Children's Health Insurance Program,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2020-10-01,2020-10-31,Q21,at_start,19
Veteran's Administration (VA) Medical Services,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,13
Veteran's Administration (VA) Medical Services,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_start,38
Employer - Provided Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,6
Health Insurance obtained through COBRA,all_persons,2020-10-01,2020-10-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_start,41
Private Pay Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2020-10-01,2020-10-31,Q21,at_start,5
State Health Insurance for Adults,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2020-10-01,2020-10-31,Q21,at_start,2
Indian Health Services Program,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,0
Other,all_persons,2020-10-01,2020-10-31,Q21,at_start,6
Other,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,2
No Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_start,298
No Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,54
Client Doesn't Know/Client Refused,all_persons,2020-10-01,2020-10-31,Q21,at_start,2
Client Doesn't Know/Client Refused,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2020-10-01,2020-10-31,Q21,at_start,72
Data Not Collected,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,369
Data Not Collected,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,4
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-10-01,2020-10-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,471
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_start,605
1 Source of Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,46
1 Source of Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,94
More than 1 Source of Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_start,86
More than 1 Source of Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_annual_assessment_for_stayers,13
More than 1 Source of Health Insurance,all_persons,2020-10-01,2020-10-31,Q21,at_exit_for_leavers,14
