dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,46,all_persons,2022-01-01,2022-01-31,Q14b,without_children,32
Yes,46,all_persons,2022-01-01,2022-01-31,Q14b,with_children_and_adults,14
Yes,46,all_persons,2022-01-01,2022-01-31,Q14b,with_only_children,0
Yes,46,all_persons,2022-01-01,2022-01-31,Q14b,unknown_household_type,0
No,222,all_persons,2022-01-01,2022-01-31,Q14b,without_children,180
No,222,all_persons,2022-01-01,2022-01-31,Q14b,with_children_and_adults,42
No,222,all_persons,2022-01-01,2022-01-31,Q14b,with_only_children,0
No,222,all_persons,2022-01-01,2022-01-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2022-01-01,2022-01-31,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2022-01-01,2022-01-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2022-01-01,2022-01-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2022-01-01,2022-01-31,Q14b,unknown_household_type,0
Data Not Collected,13,all_persons,2022-01-01,2022-01-31,Q14b,without_children,12
Data Not Collected,13,all_persons,2022-01-01,2022-01-31,Q14b,with_children_and_adults,1
Data Not Collected,13,all_persons,2022-01-01,2022-01-31,Q14b,with_only_children,0
Data Not Collected,13,all_persons,2022-01-01,2022-01-31,Q14b,unknown_household_type,0
