ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1477,all_persons,2022-01-01,2022-01-31,Q12b,without_children,986
Non-Hispanic/Non-Latin(a)(o)(x),1477,all_persons,2022-01-01,2022-01-31,Q12b,with_children_and_adults,453
Non-Hispanic/Non-Latin(a)(o)(x),1477,all_persons,2022-01-01,2022-01-31,Q12b,with_only_children,25
Non-Hispanic/Non-Latin(a)(o)(x),1477,all_persons,2022-01-01,2022-01-31,Q12b,unknown_household_type,13
Hispanic/Latin(a)(o)(x),155,all_persons,2022-01-01,2022-01-31,Q12b,without_children,54
Hispanic/Latin(a)(o)(x),155,all_persons,2022-01-01,2022-01-31,Q12b,with_children_and_adults,95
Hispanic/Latin(a)(o)(x),155,all_persons,2022-01-01,2022-01-31,Q12b,with_only_children,6
Hispanic/Latin(a)(o)(x),155,all_persons,2022-01-01,2022-01-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,8,all_persons,2022-01-01,2022-01-31,Q12b,without_children,5
Client Doesn't Know/Client Refused,8,all_persons,2022-01-01,2022-01-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,8,all_persons,2022-01-01,2022-01-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,8,all_persons,2022-01-01,2022-01-31,Q12b,unknown_household_type,2
Data Not Collected,15,all_persons,2022-01-01,2022-01-31,Q12b,without_children,4
Data Not Collected,15,all_persons,2022-01-01,2022-01-31,Q12b,with_children_and_adults,6
Data Not Collected,15,all_persons,2022-01-01,2022-01-31,Q12b,with_only_children,1
Data Not Collected,15,all_persons,2022-01-01,2022-01-31,Q12b,unknown_household_type,4
