length_participation,total,population,start_date,end_date,question,status,count
30 days or less,17,youth,2022-01-01,2022-01-31,Q27e,leavers,4
30 days or less,17,youth,2022-01-01,2022-01-31,Q27e,stayers,13
31 to 60 days,17,youth,2022-01-01,2022-01-31,Q27e,leavers,3
31 to 60 days,17,youth,2022-01-01,2022-01-31,Q27e,stayers,14
61 to 90 days,8,youth,2022-01-01,2022-01-31,Q27e,leavers,0
61 to 90 days,8,youth,2022-01-01,2022-01-31,Q27e,stayers,8
91 to 180 days,16,youth,2022-01-01,2022-01-31,Q27e,leavers,0
91 to 180 days,16,youth,2022-01-01,2022-01-31,Q27e,stayers,16
181 to 365 days,6,youth,2022-01-01,2022-01-31,Q27e,leavers,1
181 to 365 days,6,youth,2022-01-01,2022-01-31,Q27e,stayers,5
366 to 730 Days (1-2 Yrs),9,youth,2022-01-01,2022-01-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),9,youth,2022-01-01,2022-01-31,Q27e,stayers,9
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,stayers,6
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-01-01,2022-01-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",1,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",1,youth,2022-01-01,2022-01-31,Q27e,stayers,1
"More than 1,825 Days (>5 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,stayers,6
Data Not Collected,0,youth,2022-01-01,2022-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2022-01-01,2022-01-31,Q27e,stayers,0
