conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,278,16,2,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,260
Mental Health Disorder,278,16,2,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Mental Health Disorder,278,16,2,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,54,0,0,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,54
Alcohol Use Disorder,54,0,0,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Alcohol Use Disorder,54,0,0,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
Drug Use Disorder,48,3,0,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,45
Drug Use Disorder,48,3,0,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Drug Use Disorder,48,3,0,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,51,0,0,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,51
Both Alcohol and Drug Use Disorders,51,0,0,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,51,0,0,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
Chronic Health Condition,152,8,1,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,143
Chronic Health Condition,152,8,1,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Chronic Health Condition,152,8,1,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
HIV/AIDS,103,7,0,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,96
HIV/AIDS,103,7,0,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
HIV/AIDS,103,7,0,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
Development Disability,60,1,10,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,48
Development Disability,60,1,10,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Development Disability,60,1,10,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,1
Physical Disability,181,8,0,all_persons,2022-01-01,2022-01-31,Q13c1,without_children,173
Physical Disability,181,8,0,all_persons,2022-01-01,2022-01-31,Q13c1,with_only_children,0
Physical Disability,181,8,0,all_persons,2022-01-01,2022-01-31,Q13c1,unknown_household_type,0
