conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,13
Mental Health Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,9
Mental Health Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,4
Alcohol Use Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,9
Alcohol Use Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,8
Alcohol Use Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,1
Drug Use Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,1
Drug Use Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,1
Drug Use Disorder,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,14
Chronic Health Condition,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,13
Chronic Health Condition,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,1
HIV/AIDS,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,2
HIV/AIDS,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,2
Development Disability,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,3
Development Disability,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_start,15
Physical Disability,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_latest_assessment_for_stayers,14
Physical Disability,veterans,2022-01-01,2022-01-31,Q25e,conditions_at_exit_for_leavers,1
